pathway	abundance	LIBID
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	1262.9843988743	MBM166
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Klebsiella.s__Klebsiella_quasipneumoniae	36.7023713739	MBM166
ANAEROFRUCAT-PWY: homolactic fermentation	1859.0174401682	MBM166
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	408.3826223514	MBM166
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	158.0674325224	MBM166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1842.8903354583	MBM166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	104.329400261	MBM166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	41.7087684034	MBM166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	35.9779622721	MBM166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	23.7317968376	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1800.4015724979	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	1299.4185505097	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	275.4171538964	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_pneumoniae	99.4859730271	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_epidermidis	30.003292122	MBM166
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_quasipneumoniae	2.0064095365	MBM166
PWY-702: L-methionine biosynthesis II	1786.1099571642	MBM166
PWY-702: L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	621.3039208846	MBM166
PWY-702: L-methionine biosynthesis II|unclassified	9.7750599004	MBM166
TCA: TCA cycle I (prokaryotic)	1753.8295186046	MBM166
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	1112.5359972519	MBM166
TCA: TCA cycle I (prokaryotic)|g__Klebsiella.s__Klebsiella_pneumoniae	5.3044053446	MBM166
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1697.246634072	MBM166
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	1245.068315685	MBM166
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Klebsiella.s__Klebsiella_pneumoniae	67.9084695082	MBM166
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	42.4968570542	MBM166
PWY-6823: molybdopterin biosynthesis	1694.2232796866	MBM166
PWY-6823: molybdopterin biosynthesis|g__Escherichia.s__Escherichia_coli	1675.6079900278	MBM166
PWY-5747: 2-methylcitrate cycle II	1649.2526802861	MBM166
PWY-5747: 2-methylcitrate cycle II|g__Escherichia.s__Escherichia_coli	1243.3836312481	MBM166
PWY-5747: 2-methylcitrate cycle II|unclassified	20.5233418045	MBM166
PWY-6151: S-adenosyl-L-methionine salvage I	1587.227992207	MBM166
PWY-6151: S-adenosyl-L-methionine salvage I|g__Escherichia.s__Escherichia_coli	137.6145531071	MBM166
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_fragilis	58.2134423263	MBM166
PWY-6151: S-adenosyl-L-methionine salvage I|g__Klebsiella.s__Klebsiella_quasipneumoniae	26.5990574404	MBM166
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	14.6118473183	MBM166
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1583.0642067105	MBM166
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	1308.5258151483	MBM166
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	64.0432009835	MBM166
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Klebsiella.s__Klebsiella_quasipneumoniae	37.2789402022	MBM166
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Streptococcus.s__Streptococcus_salivarius	15.2443205721	MBM166
PWY-7977: L-methionine biosynthesis IV	1518.7485203863	MBM166
PWY-7977: L-methionine biosynthesis IV|g__Escherichia.s__Escherichia_coli	1020.7257952413	MBM166
PWY-7977: L-methionine biosynthesis IV|unclassified	92.3347542412	MBM166
PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_fragilis	55.7616485259	MBM166
PWY-7977: L-methionine biosynthesis IV|g__Klebsiella.s__Klebsiella_quasipneumoniae	20.5145959793	MBM166
PWY-7977: L-methionine biosynthesis IV|g__Klebsiella.s__Klebsiella_pneumoniae	0.7575640736	MBM166
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1455.4159517375	MBM166
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	216.1311627361	MBM166
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae	81.5012375247	MBM166
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	45.3072051841	MBM166
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_fergusonii	41.9352192133	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis	1443.7194991013	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	291.7739523781	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	216.0578964894	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	163.5505705128	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	68.4999437326	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_fergusonii	45.0153796934	MBM166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	42.4113102347	MBM166
TRNA-CHARGING-PWY: tRNA charging	1438.9969098666	MBM166
TRNA-CHARGING-PWY: tRNA charging|g__Escherichia.s__Escherichia_coli	896.5972806928	MBM166
TRNA-CHARGING-PWY: tRNA charging|unclassified	159.3226552445	MBM166
TRNA-CHARGING-PWY: tRNA charging|g__Bacteroides.s__Bacteroides_fragilis	42.4864892961	MBM166
TRNA-CHARGING-PWY: tRNA charging|g__Klebsiella.s__Klebsiella_quasipneumoniae	21.1255715533	MBM166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1378.2301197225	MBM166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	525.8193074415	MBM166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	35.5370332524	MBM166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	32.9014720489	MBM166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	31.8565679821	MBM166
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1378.2301197225	MBM166
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	525.8193074415	MBM166
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	35.5370332524	MBM166
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	32.9014720489	MBM166
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	31.8565679821	MBM166
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	1338.4213728509	MBM166
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Escherichia.s__Escherichia_coli	915.7878997359	MBM166
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Klebsiella.s__Klebsiella_quasipneumoniae	40.0345847545	MBM166
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	15.1313846263	MBM166
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Klebsiella.s__Klebsiella_pneumoniae	6.7834901169	MBM166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	1327.8764935226	MBM166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	957.7461156593	MBM166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	120.0450307333	MBM166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_fergusonii	22.0772690012	MBM166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae	21.5252713795	MBM166
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1288.5978477633	MBM166
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	24.8405463084	MBM166
ARO-PWY: chorismate biosynthesis I	1286.1452790023	MBM166
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	1002.348953431	MBM166
ARO-PWY: chorismate biosynthesis I|g__Klebsiella.s__Klebsiella_quasipneumoniae	44.6913158357	MBM166
PWY-6936: seleno-amino acid biosynthesis (plants)	1271.6521124814	MBM166
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Escherichia.s__Escherichia_coli	234.8866935258	MBM166
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	12.8992546721	MBM166
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Klebsiella.s__Klebsiella_pneumoniae	8.7205277284	MBM166
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1245.2297016477	MBM166
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Escherichia.s__Escherichia_coli	796.8831065354	MBM166
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	61.911469299	MBM166
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Klebsiella.s__Klebsiella_quasipneumoniae	48.1449023203	MBM166
PWY-5723: Rubisco shunt	1243.0362825001	MBM166
PWY-5723: Rubisco shunt|g__Escherichia.s__Escherichia_coli	394.3503116329	MBM166
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	1189.6956365102	MBM166
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	891.8709212114	MBM166
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Klebsiella.s__Klebsiella_quasipneumoniae	41.0659634553	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	1182.3126054313	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Escherichia.s__Escherichia_coli	941.0389948088	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Klebsiella.s__Klebsiella_quasipneumoniae	82.4398446435	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	15.5116603334	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Streptococcus.s__Streptococcus_pneumoniae	7.262164376	MBM166
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Streptococcus.s__Streptococcus_salivarius	1.6309146057	MBM166
PWY-6901: superpathway of glucose and xylose degradation	1169.9783845253	MBM166
PWY-6901: superpathway of glucose and xylose degradation|g__Escherichia.s__Escherichia_coli	367.5650275642	MBM166
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1144.1065518497	MBM166
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	56.8748488968	MBM166
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_quasipneumoniae	56.474229205	MBM166
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	39.1716428853	MBM166
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	29.7835666378	MBM166
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1137.1391345939	MBM166
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	827.0246648768	MBM166
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	1123.286459351	MBM166
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	862.8800174876	MBM166
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae	53.7113881482	MBM166
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	24.9016035072	MBM166
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Klebsiella.s__Klebsiella_quasipneumoniae	17.2041076488	MBM166
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	1123.286459351	MBM166
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	862.8800174876	MBM166
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae	53.7113881482	MBM166
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	24.9016035072	MBM166
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Klebsiella.s__Klebsiella_quasipneumoniae	17.2041076488	MBM166
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1121.6922925433	MBM166
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	872.7404653239	MBM166
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	42.3733897861	MBM166
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1109.915031094	MBM166
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	535.2488457029	MBM166
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Klebsiella.s__Klebsiella_pneumoniae	21.923000802	MBM166
PWY-7345: superpathway of anaerobic sucrose degradation	1099.7911068153	MBM166
PWY-7345: superpathway of anaerobic sucrose degradation|unclassified	51.8487568263	MBM166
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	1068.891780055	MBM166
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	296.7235121089	MBM166
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	138.6315153359	MBM166
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	11.558995081600001	MBM166
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_fergusonii	2.6849850059000002	MBM166
PWY-6168: flavin biosynthesis III (fungi)	1044.2247961143	MBM166
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	262.5249675693	MBM166
PWY-7560: methylerythritol phosphate pathway II	1040.9336056539	MBM166
PWY-7560: methylerythritol phosphate pathway II|g__Escherichia.s__Escherichia_coli	486.7105842822	MBM166
PWY-7560: methylerythritol phosphate pathway II|unclassified	59.3504895183	MBM166
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1016.6419565766	MBM166
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	435.207483861	MBM166
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	18.7228063323	MBM166
PWY-5097: L-lysine biosynthesis VI	1005.3744735968	MBM166
PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	731.2317466191	MBM166
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_fragilis	28.0819674149	MBM166
PWY-5097: L-lysine biosynthesis VI|unclassified	17.5147066357	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)	952.557762782	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	597.0153139595	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	99.9038574239	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Klebsiella.s__Klebsiella_quasipneumoniae	37.0303768716	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Staphylococcus.s__Staphylococcus_epidermidis	27.7934373447	MBM166
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Klebsiella.s__Klebsiella_pneumoniae	4.5976292993	MBM166
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	899.0556491541	MBM166
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	629.5274041591	MBM166
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	69.3312705654	MBM166
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	42.0332010649	MBM166
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	17.3314788275	MBM166
PWY-6527: stachyose degradation	882.3473442052	MBM166
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	665.6775845254	MBM166
PWY-6527: stachyose degradation|unclassified	29.4046244226	MBM166
NONMEVIPP-PWY: methylerythritol phosphate pathway I	860.6829542532	MBM166
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Escherichia.s__Escherichia_coli	445.3998167962	MBM166
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	842.0587279756	MBM166
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	496.3874145834	MBM166
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	64.908965679	MBM166
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	807.5375972882	MBM166
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Escherichia.s__Escherichia_coli	625.8057190498	MBM166
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Klebsiella.s__Klebsiella_pneumoniae	113.2578383912	MBM166
METHGLYUT-PWY: superpathway of methylglyoxal degradation	789.9913813122	MBM166
METHGLYUT-PWY: superpathway of methylglyoxal degradation|g__Escherichia.s__Escherichia_coli	47.1694032894	MBM166
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	789.6914304914	MBM166
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	617.3003951689	MBM166
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_quasipneumoniae	98.5243168692	MBM166
PWY-6628: superpathway of L-phenylalanine biosynthesis	758.7688351394	MBM166
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	570.8872299471	MBM166
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	737.179488466	MBM166
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway|g__Escherichia.s__Escherichia_coli	435.3003890292	MBM166
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	713.90505996	MBM166
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	299.8843813781	MBM166
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	23.9040191897	MBM166
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	704.5576647112	MBM166
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Escherichia.s__Escherichia_coli	545.5141532426	MBM166
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Klebsiella.s__Klebsiella_quasipneumoniae	19.9102940822	MBM166
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|unclassified	11.5177615992	MBM166
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|g__Klebsiella.s__Klebsiella_pneumoniae	1.8585659136	MBM166
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	674.3067796485	MBM166
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	376.8572262997	MBM166
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	25.2698785606	MBM166
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	661.9963409836	MBM166
