species	MHS340	MHS348	MHS420	MHS431	MHS602
Stappia indica	    18	0	0	     4	    30
Pannonibacter phragmitetus	    44	    1	0	     2	    66
Labrenzia sp. VG12	    21	0	0	0	     6
Labrenzia sp. PHM005	     4	0	0	0	     8
Pseudovibrio brasiliensis	     1	0	0	     3	0
Martelella sp. AD-3	    33	0	0	0	     4
Martelella mediterranea	    27	0	0	0	    37
Martelella endophytica	     2	0	0	0	     6
Martelella lutilitoris	     1	0	0	0	     9
Aureimonas sp. OT7	    12	    2	0	     1	    52
Aureimonas sp. AU20	    11	0	0	     2	    30
Aureimonas sp. SA4125	     1	0	0	0	    23
Aureimonas populi	    10	    1	0	     1	    39
Aureimonas mangrovi	     6	    4	0	     4	     7
Chelatococcus sp. CO-6	    51	0	0	     1	    26
Chelatococcus daeguensis	    15	0	0	     3	    19
Devosia sp. 1566	    23	0	0	     2	0
Devosia sp. SCS-3	    20	0	0	0	    28
Devosia sp. LEGU1	    18	    1	0	     3	     8
Devosia sp. A16	     6	    9	0	0	    12
Devosia sp. G19	     6	0	0	     2	     8
Devosia sp. I507	     3	0	0	0	    17
Devosia sp. D6-9	     1	0	0	0	    14
Devosia sp. MC521	     1	0	0	0	    14
Youhaiella tibetensis	    13	    2	0	     2	     8
Maritalea myrionectae	     1	0	0	0	0
Blastochloris tepida	    74	    2	0	0	     9
Blastochloris viridis	    11	    1	0	     2	     9
Ochrobactrum sp. MT180101	    27	0	0	     1	    54
Brucella anthropi	     3	    1	0	     2	    18
Brucella intermedia	     2	0	0	     2	    10
[Ochrobactrum] quorumnocens	     2	0	0	0	     3
Pseudochrobactrum sp. Wa41.01b-1	     3	0	0	0	0
Terrihabitans soli	    35	0	0	     1	     3
Pseudorhodoplanes sinuspersici	    16	0	0	     5	    64
Methylocella tundrae	    19	0	0	0	     8
Methylocella silvestris	    11	0	0	0	     2
Beijerinckia indica	    17	0	0	     1	0
Methylovirgula ligni	     1	0	0	0	0
Methylovirgula sp. HY1	     1	0	0	0	     2
Phreatobacter cathodiphilus	    25	0	0	     5	    39
Phreatobacter sp. NMCR1094	     9	    3	0	0	    16
Phreatobacter stygius	     2	   15	0	     3	    37
Methylosinus trichosporium	    21	    2	0	0	    39
Methylosinus sp. C49	     1	    1	0	0	    13
Methylocystis parvus	     8	    2	0	0	    48
Methylocystis rosea	     1	0	0	0	    10
Methylocystis heyeri	     1	0	0	     4	    14
Lichenihabitans psoromatis	    18	0	0	     2	    36
Kaistia sp. 32K	     8	0	0	     3	    30
Parvibaculum lavamentivorans	     3	0	0	     1	    27
Kaustia mangrovi	     3	    7	0	0	     4
Hartmannibacter diazotrophicus	     2	0	0	     3	   226
Breoghania sp. L-A4	     1	0	0	     1	     2
Cohaesibacter sp. ES.047	     1	0	0	0	     5
Sphingomonas sp. LMO-1	   502	    5	0	    21	    89
Sphingomonas sp. NBWT7	   491	   11	0	    37	   284
Sphingomonas sp. AK-PDB1-5	   450	    4	0	    26	    62
Sphingomonas sp. MK52	   419	   43	0	     5	    39
Sphingomonas sp. FARSPH	   374	   17	0	    39	   397
Sphingomonas sp. CL5.1	   352	    3	0	    17	   312
Sphingomonas sp. AP4-R1	   350	    1	0	    11	   117
Sphingomonas sp. MM-1	   261	    3	0	    13	   114
Sphingomonas sp. LK11	   238	   12	0	    19	   162
Sphingomonas sp. KC8	   228	0	0	     2	    86
Sphingomonas sp. AAP5	   221	   11	0	    21	   321
Sphingomonas sp. HMP9	   212	    9	0	    17	   197
Sphingomonas sp. LM7	   176	    1	0	    10	   108
Sphingomonas sp. NIC1	   169	    3	0	    16	   663
Sphingomonas sp. C33	   148	    5	0	     7	    68
Sphingomonas sp. XS-10	   143	    5	0	     8	   118
Sphingomonas sp. Cra20	   142	    5	0	    12	    78
Sphingomonas sp. PAMC26645	    98	    3	0	    10	   117
Sphingomonas sp. C8-2	    81	    1	0	    14	    72
Sphingomonas sp. HDW15A	    35	0	0	     1	    33
Sphingomonas sp. IC081	    34	0	0	0	    35
Sphingomonas sp. HMP6	    20	    2	0	    11	    97
Sphingomonas sp. YZ-8	    14	0	0	     4	    18
Sphingomonas melonis	  1461	   31	0	    95	   950
Sphingomonas paucimobilis	   569	   26	0	    39	   629
Sphingomonas sanguinis	   331	   26	0	     9	   183
Sphingomonas panacis	   295	    4	0	    13	   157
Sphingomonas sanxanigenens	   265	    5	0	    18	   115
Sphingomonas alpina	   261	   10	0	    17	   188
Sphingomonas insulae	   248	    6	0	    10	   752
Sphingomonas wittichii	   234	    8	0	     9	   100
Sphingomonas hengshuiensis	   200	    1	0	    21	   148
Sphingomonas aliaeris	   191	    6	0	    14	   240
Sphingomonas taxi	   189	   12	0	    33	   720
Sphingomonas koreensis	   171	   18	0	    18	   205
Sphingomonas ginsengisoli An et al. 2013	   161	    1	0	     1	    63
Sphingomonas lutea	    90	0	0	0	    44
Sphingomonas lacunae	    81	0	0	     1	    27
Sphingomonas daechungensis	    54	0	0	     2	    32
Sphingomonas sediminicola	    40	0	0	0	     9
Sphingomonas rhizophila	    38	0	0	0	    23
Sphingomonas sabuli	    36	0	0	     1	    46
Sphingomonas panacisoli	    32	0	0	     9	    72
Sphingomonas piscis	    11	    2	0	     2	    19
Sphingomonas sinipercae	    10	    2	0	     5	    24
Sphingomonas xanthus	     5	    4	0	0	    26
Sphingobium sp. YG1	   224	   22	0	     7	   130
Sphingobium sp. PAMC28499	   123	    8	0	    14	   582
Sphingobium sp. CAP-1	    84	    4	0	     2	   108
Sphingobium sp. RAC03	    65	    2	0	0	   133
Sphingobium sp. EP60837	    57	    1	0	     3	    26
Sphingobium sp. MI1205	    54	    3	0	     1	    12
Sphingobium sp. SYK-6	    48	0	0	     4	    39
Sphingobium sp. KCTC 72723	    40	    1	0	     9	    64
Sphingobium sp. Cam5-1	    31	0	0	     3	    43
Sphingobium sp. YBL2	    29	0	0	0	     6
Sphingobium sp. TKS	    27	    8	0	     5	    72
Sphingobium sp. LF-16	    22	0	0	0	    20
Sphingobium sp. SCG-1	    17	    5	0	     1	    84
Sphingobium sp. RSMS	    12	    5	0	     1	    17
Sphingobium yanoikuyae	   665	   34	0	    39	  4709
Sphingobium cloacae	   328	    4	0	     2	    86
Sphingobium amiense	   200	    1	0	    11	    84
Sphingobium herbicidovorans	    84	    3	0	0	    29
Sphingobium phenoxybenzoativorans	    74	0	0	0	    39
Sphingobium indicum	    71	0	0	     1	    43
Sphingobium xenophagum	    69	    9	0	     4	  1196
Sphingobium fuliginis	    55	0	0	     2	    80
Sphingobium chlorophenolicum	    51	0	0	0	    38
Sphingobium baderi	    29	    5	0	     6	   196
Sphingobium chungbukense	     7	0	0	0	0
Novosphingobium sp. EMRT-2	   487	   20	0	     3	    57
Novosphingobium sp. THN1	   252	    9	0	     1	   345
Novosphingobium sp. P6W	   123	    6	0	     4	    67
Novosphingobium sp. 502str22	   110	0	0	0	    26
Novosphingobium sp. Gsoil 351	    46	0	0	0	    32
Novosphingobium sp. PP1Y	    30	0	0	0	    27
Novosphingobium sp. ES2-1	    25	    2	0	0	   340
Novosphingobium sp. KA1	     4	    4	0	     3	   174
Novosphingobium resinovorum	   195	0	0	     5	   128
Novosphingobium aromaticivorans	   119	0	0	     2	   100
Novosphingobium ginsenosidimutans	    79	0	0	     3	    26
Novosphingobium pentaromativorans	    20	    2	0	     3	    33
Sphingopyxis sp. EG6	   112	0	0	0	    20
Sphingopyxis sp. OPL5	    59	0	0	     5	    49
Sphingopyxis sp. PAMC25046	    50	    8	0	     1	     9
Sphingopyxis sp. FD7	    41	    1	0	0	    28
Sphingopyxis sp. QXT-31	    32	0	0	     2	     9
Sphingopyxis sp. 113P3	    16	0	0	     4	    32
Sphingopyxis terrae	   112	    3	0	     3	    47
Sphingopyxis macrogoltabida	   100	    7	0	     5	   102
Sphingopyxis lindanitolerans	    90	   12	0	     3	    57
Sphingopyxis fribergensis	    62	    5	0	     7	    48
Sphingopyxis alaskensis	    58	    8	0	     2	     3
Sphingopyxis granuli	    40	   12	0	     1	    39
Sphingosinithalassobacter sp. zrk23	   215	    1	0	    10	    63
Sphingosinithalassobacter sp. CS137	    65	    1	0	     3	    53
Allosphingosinicella indica	   153	    2	0	     7	    62
Rhizorhabdus dicambivorans	   144	    1	0	     1	    55
Parasphingopyxis algicola	   106	0	0	     3	    13
Parasphingopyxis sp. CP4	    14	0	0	0	    10
Novosphingopyxis iocasae	    61	0	0	     2	    15
Blastomonas sp. RAC04	    20	    3	0	     4	    10
Blastomonas fulva	     7	0	0	     7	    14
Sphingorhabdus sp. M41	    11	0	0	     2	    11
Sphingorhabdus sp. SMR4y	     1	0	0	0	     1
Sphingorhabdus lacus	     9	0	0	0	     8
Parasphingorhabdus sp. JHSY0214	    19	0	0	0	     1
Citromicrobium sp. JL477	    11	    2	0	     4	     9
Tardibacter chloracetimidivorans	     6	0	0	     2	    17
Hankyongella ginsenosidimutans	     4	    1	0	     1	    28
Aquisediminimonas profunda	     3	0	0	     3	     1
Porphyrobacter sp. CACIAM 03H1	   114	0	0	     3	    40
Porphyrobacter sp. YT40	    68	    1	0	     6	    92
Porphyrobacter sp. LM 6	    39	    2	0	     4	     4
Porphyrobacter sp. HT-58-2	    20	0	0	     6	    53
Erythrobacter sp. JK5	    30	0	0	     1	     5
Erythrobacter sp. HL-111	    21	0	0	     1	    19
Erythrobacter sp. 3-20A1M	    19	0	0	     1	    31
Erythrobacter sp. HKB08	    17	0	0	     1	     1
Erythrobacter sp. A30-3	    13	0	0	     1	    10
Erythrobacter sp. KY5	     5	0	0	     3	     1
Erythrobacter sp. THAF29	     1	0	0	     2	     9
Erythrobacter mangrovi	    26	0	0	     2	    28
Erythrobacter litoralis	    16	    5	0	     2	     9
Erythrobacter neustonensis	     4	0	0	0	    29
Qipengyuania sediminis	    53	    2	0	     4	    22
Qipengyuania sp. 1NDH13	    28	0	0	     2	     5
Qipengyuania sp. 1XM2-8	    18	0	0	     1	     1
Qipengyuania sp. 1NDH1	     7	0	0	     2	    12
Qipengyuania soli	    31	0	0	     1	     8
Qipengyuania flava	    14	    2	0	0	    51
Qipengyuania seohaensis	     4	0	0	0	     7
Altererythrobacter sp. TH136	   108	0	0	0	    13
Altererythrobacter sp. B11	    18	0	0	     2	    25
Altererythrobacter sp. ZODW24	     3	0	0	0	     5
Altererythrobacter sp. BO-6	     3	0	0	     1	     6
Altererythrobacter ishigakiensis	    14	0	0	0	0
Altererythrobacter epoxidivorans	     1	0	0	     1	0
Croceicoccus marinus	    59	    6	0	     2	    46
Croceicoccus naphthovorans	    34	    2	0	     1	    30
Croceicoccus sp. YJ47	    19	0	0	     2	    15
Tsuneonella mangrovi	    67	0	0	     4	    14
Tsuneonella flava	    31	0	0	0	    17
Tsuneonella amylolytica	     6	0	0	0	    39
Tsuneonella dongtanensis	     3	0	0	     3	    18
Croceibacterium atlanticum	    23	    1	0	0	     4
Paraurantiacibacter namhicola	    23	0	0	0	     1
Pelagerythrobacter marensis	    13	0	0	     4	     1
Aurantiacibacter gangjinensis	    11	0	0	0	     1
Polymorphobacter sp. PAMC 29362	   100	0	0	0	    27
Polymorphobacter sp. PAMC 29334	   100	    1	0	     3	    29
Sphingosinicella sp. BN140058	    43	0	0	0	    15
Sphingosinicella sp. UDD2	     3	0	0	     1	    12
Sandaracinobacter sp. M6	     1	0	0	     1	    38
Brevundimonas sp. SGAir0440	   263	    1	0	    53	  5250
Brevundimonas sp. CS1	   233	    2	0	    19	  2850
Brevundimonas sp. 'scallop'	   152	    9	0	    11	  1804
Brevundimonas sp. M20	   146	    2	0	     9	  1796
Brevundimonas sp. Bb-A	    93	0	0	     7	 80744
Brevundimonas sp. GW460-12-10-14-LB2	    75	   18	0	    20	  4354
Brevundimonas sp. GRTSA-9	    44	0	0	     5	  1555
Brevundimonas sp. PAMC22021	    43	    9	0	    29	  4046
Brevundimonas sp. DS20	    39	    1	0	    12	 71235
Brevundimonas sp. AJA228-03	    33	0	0	     1	  1311
Brevundimonas sp. MF30-B	    29	0	0	    12	  1902
Brevundimonas sp. LM2	     6	    2	0	     5	  1894
Brevundimonas nasdae	   161	    5	0	    12	  2399
Brevundimonas vesicularis	   103	    2	0	    16	   879
Brevundimonas diminuta	    98	   13	0	    10	   726
Brevundimonas subvibrioides	    86	    3	0	     2	   759
Brevundimonas goettingensis	    70	    4	0	     7	   975
Brevundimonas naejangsanensis	    52	   10	0	    28	  1280
Brevundimonas vancanneytii	    35	    2	0	     4	   173
Brevundimonas mediterranea	    14	    1	0	    16	  5221
Brevundimonas pondensis	    10	0	0	    28	   684
Caulobacter sp. FWC26	   353	   14	0	     8	   140
Caulobacter sp. S6	     2	    1	0	     4	    41
Caulobacter segnis	   238	    9	0	    11	   165
Caulobacter vibrioides	   176	    2	0	     8	   191
Caulobacter rhizosphaerae	    78	    2	0	    12	   116
Caulobacter soli	    55	    5	0	     3	    54
Caulobacter flavus	    23	   12	0	     1	    73
Caulobacter henricii	    10	0	0	     6	    54
Caulobacter mirabilis	     8	    2	0	0	    73
Phenylobacterium zucineum	    70	    2	0	     2	    51
Phenylobacterium parvum	     1	0	0	     2	    39
Asticcacaulis excentricus	    21	0	0	     4	    27
Terricaulis silvestris	     1	0	0	0	     5
Roseomonas mucosa	   561	    3	0	    61	   361
Roseomonas sp. FDAARGOS_362	    92	0	0	   276	   784
Roseomonas sp. 1318	    91	   11	0	     4	    31
Roseomonas sp. 546	    16	0	0	     2	    19
Roseomonas gilardii	    89	    1	0	    31	   228
Roseococcus sp. NIBR12	    90	    1	0	     8	    36
Komagataeibacter medellinensis	    15	0	0	0	     1
Komagataeibacter xylinus	    11	0	0	0	    36
Komagataeibacter oboediens	     1	0	0	0	0
Gluconobacter albidus	    32	0	0	0	     1
Lichenicola cladoniae	    34	0	0	0	    31
Acidibrevibacterium fodinaquatile	    30	0	0	     1	    88
Acetobacter aceti	    22	0	0	     1	0
Acetobacter persici	     1	0	0	0	     2
Granulibacter bethesdensis	    19	0	0	     3	    12
Acidiphilium cryptum	     3	0	0	0	0
Gluconacetobacter diazotrophicus	     2	0	0	     2	    37
Neoasaia chiangmaiensis	     1	0	0	0	     4
Azospirillum sp. B510	   105	0	0	     2	    19
Azospirillum sp. TSH100	    10	    1	0	0	    13
Azospirillum sp. TSH58	     1	0	0	0	     5
Azospirillum sp. TSA2s	     1	0	0	0	0
Azospirillum lipoferum	    38	    5	0	0	    28
Azospirillum ramasamyi	    33	    1	0	     1	    14
Azospirillum humicireducens	    32	0	0	     3	    19
Azospirillum thermophilum	    20	0	0	     1	    25
Azospirillum thiophilum	    15	    2	0	0	    11
Azospirillum brasilense	     1	    5	0	0	    39
Niveispirillum cyanobacteriorum	    71	    2	0	0	    11
Nitrospirillum amazonense	    42	0	0	     1	    44
Skermanella sp. TT6	    17	0	0	    11	    91
Skermanella pratensis	     1	0	0	     5	    14
Indioceanicola profundi	     5	0	0	     3	    13
Hypericibacter terrae	     8	    1	0	0	     5
Hypericibacter adhaerens	     7	0	0	     1	    46
Magnetospirillum sp. XM-1	     5	0	0	0	    17
Magnetospirillum sp. ME-1	     1	0	0	     1	     8
Magnetospirillum gryphiswaldense	     3	0	0	0	     8
Magnetospirillum magneticum	     1	0	0	0	    15
Pararhodospirillum photometricum	    10	0	0	     2	    37
Tistrella mobilis	     6	    1	0	     2	    38
Rhodospirillum centenum	     3	    1	0	0	    31
Ferrovibrio terrae	     2	0	0	0	    13
Defluviicoccus vanus	     1	0	0	     1	    26
Stella humosa	    23	    1	0	     1	    21
Elioraea sp. MS-P2	    21	0	0	0	     1
Thalassospira marina	     7	0	0	     1	0
Paracoccus yeei	   101	    9	0	    11	   293
Paracoccus marcusii	    70	    4	0	     8	    40
Paracoccus sp. MC1862	    32	    1	0	     2	   128
Paracoccus sp. Arc7-R13	    20	0	0	     3	    37
Paracoccus sp. BM15	     1	0	0	     1	    49
Paracoccus sp. AK26	     1	   10	0	     4	    87
Paracoccus contaminans	    45	0	0	    25	  1017
Paracoccus liaowanqingii	    28	    3	0	    11	    48
Paracoccus mutanolyticus	    22	0	0	0	0
Paracoccus denitrificans	    15	    1	0	     1	    20
Paracoccus sanguinis	    14	    1	0	     5	   171
Paracoccus jeotgali	     5	0	0	0	    19
Paracoccus suum	     5	0	0	     1	    11
Paracoccus pantotrophus	     3	0	0	     3	    25
Paracoccus kondratievae	     1	0	0	0	    25
Paracoccus aminovorans	     1	0	0	     2	     7
Paracoccus zhejiangensis	     1	0	0	     3	    14
Paracoccus aminophilus	     1	0	0	0	     3
Rhodobacter sp. N10	    33	0	0	0	     2
Rhodobacter sp. LPB0142	    20	    2	0	0	    13
Rhodobacter sp. CZR27	     2	0	0	0	     9
Rhodobacter capsulatus	    10	0	0	     5	    20
Rhodobacter blasticus	     2	0	0	0	    15
Rhodovulum sp. MB263	    40	0	0	0	    56
Rhodovulum sp. P5	    12	0	0	     5	    40
Rhodovulum sulfidophilum	    11	0	0	0	     9
Cereibacter sphaeroides	    43	    1	0	     9	   169
Brevirhabdus pacifica	    27	0	0	0	    18
Defluviimonas alba	    26	    3	0	     3	    21
Haematobacter massiliensis	    22	    2	0	     2	    14
Polymorphum gilvum	     7	0	0	     1	    23
Tabrizicola piscis	     5	0	0	0	     3
Thioclava nitratireducens	     3	0	0	0	     4
Thioclava electrotropha	     1	0	0	0	     5
Silicimonas algicola	     3	0	0	     1	     1
Pacificitalea manganoxidans	     2	0	0	0	    13
Pikeienuella piscinae	     2	0	0	0	    14
Paraoceanicella profunda	     2	0	0	0	    28
Pontivivens sp. MT2928	     2	    1	0	0	    35
Gemmobacter sp. HYN0069	     2	0	0	0	     8
Roseicitreum antarcticum	     2	0	0	0	    15
Pseudooceanicola algae	     1	0	0	     2	    17
Pseudohalocynthiibacter aestuariivivens	     1	0	0	0	     8
Pukyongiella litopenaei	     1	0	0	     2	     5
Yoonia vestfoldensis	     1	0	0	     1	     2
Antarctobacter heliothermus	    42	    2	0	     1	     9
Sulfitobacter sp. SK012	    33	0	0	0	0
Sulfitobacter sp. BSw21498	     4	0	0	0	0
Sulfitobacter pseudonitzschiae	     1	0	0	     2	    13
Roseovarius faecimaris	    11	0	0	0	     7
Roseovarius sp. THAF9	     4	0	0	     1	    19
Roseovarius sp. TM1035	     1	0	0	0	0
Roseovarius sp. SCSIO 43702	     1	0	0	0	     2
Roseovarius indicus	     4	0	0	     2	     1
Maribius sp. THAF1	    18	0	0	     1	     1
Sagittula sp. P11	    15	0	0	     3	     2
Ruegeria sp. TM1040	    12	    1	0	0	0
Ruegeria pomeroyi	     2	0	0	     2	     2
Salipiger abyssi	     7	0	0	     2	     9
Salipiger profundus	     5	0	0	     3	    12
Salipiger sp. CCB-MM3	     1	0	0	     2	    19
Mameliella alba	    13	0	0	0	    10
Phaeobacter gallaeciensis	     5	0	0	0	0
Phaeobacter piscinae	     4	0	0	0	     5
Celeribacter indicus	     6	0	0	0	    12
Celeribacter ethanolicus	     5	0	0	0	     1
Thalassococcus sp. S3	     7	0	0	0	0
Marinovum algicola	     4	0	0	0	    19
Ketogulonicigenium robustum	     3	0	0	0	     3
Roseivivax sp. THAF30	     3	0	0	0	    10
Leisingera methylohalidivorans	     1	0	0	0	0
Thalassobius gelatinovorus	     1	0	0	     1	    16
Tateyamaria omphalii	     1	0	0	0	     2
Jannaschia sp. J12C1-MA-4	     1	0	0	     6	     2
Roseibacterium elongatum	     1	0	0	0	     7
Octadecabacter arcticus	     1	    1	0	0	0
Marinicauda algicola	    23	0	0	     4	    23
Glycocaulis alkaliphilus	    16	0	0	0	     2
Micavibrio aeruginosavorus	    25	0	0	     7	     6
Wolbachia endosymbiont of Cruorifilaria tuberocauda	    12	0	0	0	0
Wolbachia endosymbiont of Ctenocephalides felis wCfeT	     1	0	0	0	0
Rickettsia tillamookensis	     1	  216	0	0	     9
Orientia tsutsugamushi	     2	0	0	0	     1
Hirschia baltica	     5	0	0	0	0
Hyphomonas sp. Mor2	     1	0	0	0	     8
Parvularcula bermudensis	     3	0	0	0	     4
Pseudomonas tolaasii	  4382	   40	0	 43870	  3155
Pseudomonas fluorescens	   147	   11	0	    14	 33144
Pseudomonas azotoformans	   115	    5	0	    24	  3063
Pseudomonas protegens	    19	    1	0	     1	  1147
Pseudomonas orientalis	     7	    1	0	     1	  1505
Pseudomonas veronii	     3	0	0	     3	   327
Pseudomonas corrugata	     3	0	0	     1	   317
Pseudomonas synxantha	     2	0	0	     5	  2597
Pseudomonas rhodesiae	     2	0	0	0	  1274
Pseudomonas mediterranea	     2	0	0	0	   364
Pseudomonas mucidolens	     2	0	0	0	  2763
Pseudomonas mandelii	     1	    1	0	0	   175
Pseudomonas brenneri	     1	0	0	     3	 22185
Pseudomonas poae	     1	0	0	     1	   915
Pseudomonas alcaligenes	  1695	  175	0	    22	   129
Pseudomonas aeruginosa	   635	   67	0	    57	   930
Pseudomonas mendocina	   240	    2	0	    50	   430
Pseudomonas oleovorans	    93	    6	0	    85	   293
Pseudomonas furukawaii	     2	    4	0	0	   105
Pseudomonas resinovorans	    27	0	0	0	    54
Pseudomonas nitroreducens	    22	    1	0	     2	    25
Pseudomonas citronellolis	     2	0	0	0	    13
Pseudomonas putida	   880	   43	0	    83	  2273
Pseudomonas oryzihabitans	    40	    3	0	    40	   221
Pseudomonas fulva	    15	    3	0	     5	  1971
Pseudomonas mosselii	    12	0	0	0	    30
Pseudomonas sp. SGAir0191	     4	0	0	0	   262
Pseudomonas monteilii	     3	    2	0	     3	   123
Pseudomonas sp. phDV1	   261	    8	0	    77	   194
Pseudomonas sp. AO-1	    50	0	0	    21	   107
Pseudomonas sp. FGI182	    46	0	0	     3	    47
Pseudomonas sp. Colony2	    43	0	0	     2	   112
Pseudomonas sp. 7SR1	    31	0	0	     2	   336
Pseudomonas sp. J380	    30	0	0	     3	   278
Pseudomonas sp. DY-1	    28	    2	0	0	    68
Pseudomonas sp. PDNC002	    24	0	0	     2	    85
Pseudomonas sp. ACM7	    22	    1	0	     1	   317
Pseudomonas sp. NC02	    21	0	0	     3	   130
