species	MHS470	MHS524	MHS552	MHS566	MHS581
Alteromonas australica	      6	     1	     1	    1	     1
Hydrocarboniclastica marina	      3	     3	     1	0	     3
Catenovulum sp. CCB-QB4	      2	0	0	0	0
Pseudoalteromonas sp. A41-2	      2	0	0	0	0
Pseudoalteromonas sp. LC2018020214	      1	0	0	    1	0
Pseudoalteromonas spongiae	      2	0	0	0	0
Pseudoalteromonas piscicida	      1	0	0	0	0
Pseudoalteromonas carrageenovora	      1	0	0	0	     1
Pseudoalteromonas arctica	      1	0	0	0	0
Pseudoalteromonas rubra	      1	0	0	0	     2
Colwellia sp. MT41	      1	0	0	0	0
Colwellia sp. PAMC 21821	      1	0	     1	    1	0
Thalassotalea crassostreae	      1	0	0	    1	    14
Moritella marina	      3	0	0	0	0
Moritella sp. 5	      1	0	0	0	0
Idiomarina andamanensis	      2	0	0	    1	0
Idiomarina abyssalis	      1	0	0	0	0
Idiomarina sp. OT37-5b	      1	     4	0	0	0
Ferrimonas balearica	      1	     8	0	    1	0
Ferrimonas lipolytica	      1	     1	0	0	0
Aeromonas caviae	      9	     7	0	    5	     8
Aeromonas hydrophila	      8	     3	0	0	     7
Aeromonas sp. FDAARGOS 1409	      3	     1	0	    1	0
Aeromonas sp. FDAARGOS 1402	      1	0	     3	0	0
Aeromonas sp. FDAARGOS 1406	      1	    10	0	0	0
Aeromonas sp. ASNIH3	      1	     3	     3	    3	     3
Aeromonas sp. CA23	      1	     3	0	0	     6
Aeromonas media	      6	     1	     8	0	     1
Aeromonas veronii	      5	     9	    12	   11	     8
Aeromonas salmonicida	      4	     1	     6	    5	    11
Aeromonas rivuli	      3	0	     1	0	0
Aeromonas schubertii	      3	0	0	    4	0
Aeromonas simiae	      2	0	0	    1	     4
Tolumonas auensis	      2	0	0	    1	0
Oceanimonas sp. GK1	      1	    12	0	    9	     6
Succinivibrio dextrinosolvens	      1	0	0	0	0
Thioalkalivibrio sulfidiphilus	      9	    25	    18	   19	    21
Thioalkalivibrio paradoxus	      7	     3	     7	    6	     8
Thioalkalivibrio sp. K90mix	      2	     4	0	    2	0
Thioalkalivibrio versutus	      1	0	     1	0	     3
Thioalkalivibrio nitratireducens	      1	     3	     1	    6	     6
Halorhodospira halophila	      3	    18	     1	    2	     9
Alkalilimnicola ehrlichii	      3	    20	     3	    2	     8
Aquisalimonas sp. 2447	      2	     5	     9	0	     3
Rheinheimera sp. LHK132	      4	     7	     5	    8	0
Rheinheimera sp. F8	      2	0	     4	    1	0
Rheinheimera sp. D18	      1	     4	0	0	0
Thioflavicoccus mobilis	      5	    18	    17	    4	    17
Caldichromatium japonicum	      5	     1	     3	    1	0
Nitrosococcus oceani	      1	     3	     1	    3	0
Nitrosococcus watsonii	      1	     1	0	0	0
Candidatus Thiodictyon syntrophicum	      1	     9	     8	    5	    13
Allochromatium tepidum	      1	     5	0	    1	    10
Thiohalobacter sp. COW1	      2	0	0	0	0
Sulfurivermis fontis	      4	    10	     1	    2	     1
Wenzhouxiangella marina	      2	     2	0	    2	     7
Wenzhouxiangella sp. AB-CW3	      1	     5	0	0	0
Woeseia oceani	      1	0	0	0	0
Haemophilus parainfluenzae	      8	    63	    97	   86	   107
Haemophilus haemolyticus	      7	0	0	    4	    23
Haemophilus sp. oral taxon 036	      6	0	0	    1	0
Haemophilus influenzae	      1	     2	0	0	    21
[Haemophilus] ducreyi	      1	0	0	0	     4
Haemophilus aegyptius	      1	0	0	0	0
Pasteurella multocida	      9	     1	0	0	0
Histophilus somni	      7	0	0	0	     1
Aggregatibacter aphrophilus	      1	     1	0	0	0
Aggregatibacter sp. oral taxon 513	      1	0	0	0	    14
Mannheimia varigena	      2	0	0	0	0
Bibersteinia trehalosi	      1	0	0	0	0
Glaesserella parasuis	      1	0	0	0	    10
Halioglobus japonicus	      2	0	     1	    3	    11
Halioglobus pacificus	      1	     2	0	0	     1
Halioglobus maricola	      1	0	0	    2	0
Kineobactrum salinum	      3	     2	0	0	     6
Congregibacter litoralis	      1	     1	     3	0	     4
Cellvibrio sp. KY-YJ-3	      2	     1	     8	    8	     5
Cellvibrio sp. PSBB023	      1	     1	     5	    3	    14
Cellvibrio sp. KY-GH-1	      1	     8	     4	0	    11
Oceanicoccus sagamiensis	      3	0	0	0	     3
Spongiibacter sp. IMCC21906	      1	0	0	    1	0
Microbulbifer sp. THAF38	      3	0	0	0	     2
Piscirickettsia salmonis	      3	0	0	0	     1
Methylophaga nitratireducenticrescens	      1	     2	     1	    1	0
Methylophaga frappieri	      1	     3	0	0	0
Thiomicrorhabdus indica	      1	0	0	    7	0
Francisella tularensis	      2	0	     1	0	0
Francisella philomiragia	      1	0	0	    6	0
Thiothrix sp.	      1	     1	     1	0	     8
Beggiatoa leptomitoformis	      1	0	0	0	     1
Methylogaea oryzae	      5	     2	     1	0	    16
Methylomonas sp. LL1	      1	     1	0	    1	     6
Methylococcus sp. IM1	      1	    14	     5	    2	     7
Methylococcus sp. EFPC2	      1	     3	     4	    6	     2
Steroidobacter denitrificans	      4	     4	     4	    3	     9
Solimonas sp. K1W22B-7	      2	    17	    32	    8	    14
Legionella waltersii	      2	0	0	0	0
Legionella sainthelensi	      1	0	     4	0	0
Legionella pneumophila	      1	     3	     1	0	     2
Candidatus Coxiella mudrowiae	      1	0	0	0	     1
Coxiella endosymbiont of Amblyomma sculptum	      1	     2	0	0	0
Sulfuricaulis limicola	      2	0	     5	   11	     1
Acidiferrobacter sp. SPIII_3	      1	     9	    12	0	0
Sulfurifustis variabilis	      1	     5	    14	    5	     4
Cardiobacterium hominis	      2	     1	     1	    2	     3
Sedimenticola thiotaurini	      1	     1	0	0	     5
Celerinatantimonas diazotrophica	      1	0	0	0	0
Gilliamella sp. ESL0441	      1	0	0	0	0
Frischella perrara	      1	0	0	    1	0
endosymbiont of unidentified scaly snail isolate Monju	      2	     1	     6	0	0
Salinisphaera sp. LB1	      1	    13	0	    1	     4
Immundisolibacter cernigliae	      1	    22	     1	    3	     6
Achromobacter xylosoxidans	  29395	140646	105319	65640	167699
Achromobacter deleyi	  27966	134669	100976	62907	159965
Achromobacter spanius	    603	  2882	  2040	 1291	  3493
Achromobacter denitrificans	    525	  2233	  1704	 1255	  2890
Achromobacter sp. AONIH1	    194	  1181	   676	  424	  1272
Achromobacter sp. MFA1 R4	    134	   686	   535	  327	   896
Achromobacter sp. ES-001	     34	   145	   135	   62	   153
Achromobacter sp. B7	     22	   135	    63	   45	   108
Achromobacter insolitus	    141	   759	   637	  364	   835
Achromobacter pestifer	    106	   423	   424	  254	   631
Achromobacter mucicolens	     71	   276	   257	  161	   300
Achromobacter ruhlandii	     26	   134	    84	   27	   143
Bordetella bronchiseptica	     49	   205	   192	  114	   208
Bordetella sp. N	     14	    28	    18	   19	    81
Bordetella flabilis	     10	    23	    10	   12	    46
Bordetella holmesii	      8	    12	    14	   11	    34
Bordetella petrii	      8	    59	    41	    9	    89
Bordetella trematum	      7	    45	    65	   17	    72
Bordetella genomosp. 13	      7	    41	     7	   10	    34
Bordetella bronchialis	      6	    30	    33	    8	    79
Bordetella hinzii	      5	    24	    21	    9	    40
Bordetella pseudohinzii	      5	    19	    22	   19	    53
Bordetella genomosp. 8	      3	    13	    21	    5	    39
Bordetella pertussis	      2	     4	     6	    1	0
Bordetella genomosp. 6	      1	    18	     3	    5	    16
Kerstersia gyiorum	     32	    89	   128	  110	   197
Pigmentiphaga sp. H8	      8	    31	    13	   25	    57
Pigmentiphaga aceris	      7	    15	    16	    8	    16
Pusillimonas sp. DMV24BSW_D	      7	     9	    18	    4	    24
Alcaligenes faecalis	      1	    21	    31	   10	    18
Taylorella equigenitalis	      2	0	0	0	     1
Oligella ureolytica	      2	0	0	0	0
Castellaniella defragrans	      2	    11	     6	   32	    33
Delftia acidovorans	    464	  1888	   633	  454	  1331
Delftia lacustris	     32	   109	    92	   77	   121
Delftia sp. HK171	     25	    78	    36	   30	    59
Delftia tsuruhatensis	      7	    44	    48	    8	    54
Rhodoferax sp. BAB1	    172	   912	   405	  277	   773
Rhodoferax sp. AJA081-3	      6	    42	    19	   30	    13
Rhodoferax sp. MIZ03	      5	    14	    10	   12	    22
Rhodoferax sp. PAMC29310	      1	    17	     6	   19	     4
Rhodoferax sediminis	     33	   107	    65	   61	   112
Rhodoferax koreense	     23	   113	    70	   42	    95
Rhodoferax ferrireducens	      9	    29	    25	   19	    27
Rhodoferax antarcticus	      8	    34	    14	   24	    22
Rhodoferax saidenbachensis	      5	    38	    21	   16	    31
Variovorax sp. PBS-H4	     19	    26	    20	   35	    30
Variovorax sp. PAMC 28711	     15	    71	    53	   19	    29
Variovorax sp. PAMC26660	     14	    44	    53	   50	    77
Variovorax sp. PAMC28562	     13	    53	    22	    9	    51
Variovorax sp. RKNM96	     12	    44	    51	   21	    40
Variovorax sp. PBL-H6	     10	    42	    46	   24	    53
Variovorax sp. SRS16	      8	    17	    17	    8	    22
Variovorax sp. HW608	      8	    69	    55	   36	    83
Variovorax sp. WDL1	      8	    77	    35	   15	    41
Variovorax sp. RA8	      6	    30	    17	   16	    45
Variovorax sp. 38R	      6	    29	    48	    5	    32
Variovorax sp. PBL-E5	      2	    26	     9	   10	    34
Variovorax sp. PDNC026	      2	    10	     1	    1	    10
Variovorax paradoxus	     35	   223	   106	   77	   174
Variovorax boronicumulans	      5	    45	    32	   22	    22
Acidovorax sp. KKS102	     30	   100	    40	   83	   159
Acidovorax sp. RAC01	     21	    74	    51	   36	   105
Acidovorax sp. T1	     21	    34	    40	   13	    25
Acidovorax sp. 1608163	     14	    55	    92	   19	   143
Acidovorax sp. JS42	      9	     2	     8	   11	    10
Acidovorax sp. JMULE5	      9	    45	    34	   27	    78
Acidovorax sp. HDW3	      6	    49	    28	   20	    51
Acidovorax avenae	     25	   170	    52	   64	   144
Acidovorax monticola	     21	    75	    48	   33	    69
Acidovorax carolinensis	     11	   115	    65	   35	    95
Acidovorax antarcticus	      7	    71	    49	   21	    71
Acidovorax cattleyae	      6	    33	    31	   24	    17
Acidovorax ebreus	      5	    10	     8	    4	     4
Acidovorax citrulli	      2	    34	    32	   23	    41
Hydrogenophaga sp. PBL-H3	     24	   128	    91	   41	   123
Hydrogenophaga sp. BA0156	     24	   114	    49	   47	    80
Hydrogenophaga sp. RAC07	     17	   106	    68	   31	   107
Hydrogenophaga sp. BPS33	     16	    87	    83	   35	   126
Hydrogenophaga sp. PBC	     13	   119	    33	   33	    64
Hydrogenophaga sp. PAMC20947	     10	    46	    23	   12	    48
Hydrogenophaga sp. NH-16	      9	    27	    35	    6	    43
Hydrogenophaga sp. YM1	      9	    78	    15	   44	   140
Hydrogenophaga pseudoflava	     18	    17	    39	   18	    40
Hydrogenophaga crassostreae	     15	    22	    31	   18	    30
Comamonas testosteroni	     27	   145	  9484	 4059	  9683
Comamonas sp. CJ34	     10	    28	   139	   84	   153
Comamonas sp. NLF-7-7	      6	    54	    27	   11	    65
Comamonas sp. Y33R10-2	      5	     2	    25	   19	    27
Comamonas sp. NLF-1-9	      2	    29	    12	   20	    12
Comamonas aquatica	     21	    91	   103	   61	   185
Comamonas serinivorans	     17	    44	    12	   19	    46
Comamonas thiooxydans	     10	    52	   640	  365	   842
Comamonas koreensis	      8	    53	 16952	10576	 23495
Comamonas piscis	      7	    60	  2299	 1456	  3159
Comamonas kerstersii	      4	     5	    72	   49	    57
Comamonas odontotermitis	      4	    14	   160	   95	   269
Diaphorobacter sp. HDW4B	     14	    37	    49	   27	    50
Diaphorobacter sp. MNS-0	      8	    41	    23	   13	    31
Diaphorobacter sp. HDW4A	      2	    34	    42	   13	    93
Diaphorobacter sp. JS3050	      2	     6	     8	    5	0
Diaphorobacter aerolatus	     19	    70	    27	    4	    86
Diaphorobacter ruginosibacter	     13	    40	    33	   27	    64
Diaphorobacter polyhydroxybutyrativorans	      9	    19	    13	   26	    55
Kinneretia sp. DAIF2	     67	   226	   294	  181	   443
Ramlibacter tataouinensis	     61	   328	   168	   98	   191
Polaromonas naphthalenivorans	     24	    70	    47	   24	   107
Polaromonas sp. JS666	     10	    58	    32	   23	    48
Polaromonas vacuolata	      1	     5	0	    1	    23
Hylemonella gracilis	     47	   116	    84	   46	   114
Limnohabitans sp. 63ED37-2	     21	    67	    39	   32	    63
Limnohabitans sp. 103DPR2	      8	    36	    27	    6	    32
Ottowia sp. 27C	     17	    98	    29	   74	    57
Ottowia oryzae	     11	    40	     5	   30	    50
Schlegelella thermodepolymerans	     18	   109	    49	   27	   140
Serpentinomonas mccroryi	     14	    25	    12	   10	    51
Serpentinomonas raichei	      3	    44	    32	   20	    76
Verminephrobacter eiseniae	     16	    40	    30	   23	    77
Pulveribacter suum	     15	    37	    38	   26	    49
Simplicispira suum	     14	    46	    27	   21	    45
Alicycliphilus denitrificans	     11	    85	    86	   64	   121
Melaminivora sp. SC2-9	     10	    61	    36	   14	    54
Curvibacter sp. AEP1-3	      8	    51	    20	   15	    33
Candidatus Symbiobacter mobilis	      6	    11	     6	0	    18
Ralstonia insidiosa	    186	  1322	  1153	 1198	  1852
Ralstonia pickettii	     38	   162	   125	  210	   260
Ralstonia mannitolilytica	     30	    37	    69	   51	    66
Ralstonia solanacearum	     27	    91	    89	   72	   225
Cupriavidus basilensis	     59	   108	    82	   63	    92
Cupriavidus pauculus	     40	   124	   173	   49	   180
Cupriavidus taiwanensis	     30	    73	    72	   29	    90
Cupriavidus metallidurans	     21	    78	   127	   32	   149
Cupriavidus campinensis	     14	    28	    26	    8	    23
Cupriavidus sp. EM10	     10	    20	    71	   14	    16
Cupriavidus sp. USMAHM13	      1	     1	    10	0	     8
Cupriavidus sp. KK10	      1	0	    11	    5	     8
Cupriavidus necator	      8	    41	    22	    8	    38
Cupriavidus nantongensis	      8	    18	    38	   10	    27
Cupriavidus oxalaticus	      6	    51	    49	   19	    71
Cupriavidus gilardii	      1	     3	     4	    3	     4
Cupriavidus pinatubonensis	      1	    13	    26	   30	    33
Burkholderia contaminans	     23	   660	   485	  405	   614
Burkholderia cenocepacia	     15	    73	    36	   43	    87
Burkholderia multivorans	     13	    28	    42	   48	    12
Burkholderia lata	      9	    21	    46	   18	    18
Burkholderia stabilis	      8	    48	    28	    7	    16
Burkholderia cepacia	      3	    42	    32	   16	    28
Burkholderia territorii	      2	     3	     6	   14	     7
Burkholderia pseudomultivorans	      2	     4	0	0	     4
Burkholderia dolosa	      2	     3	    16	    8	     4
Burkholderia anthina	      1	     4	     4	   11	    18
Burkholderia stagnalis	      1	     9	     5	    3	    19
Burkholderia diffusa	      1	     7	0	    4	     1
Burkholderia metallica	      1	    14	     4	    9	    17
Burkholderia ubonensis	      1	    22	    17	   13	     9
Burkholderia vietnamiensis	      1	     5	    10	    4	     8
Burkholderia pyrrocinia	      1	    19	    43	   50	    70
Burkholderia sp. PAMC 26561	     11	     5	     6	    1	    10
Burkholderia sp. Bp7605	      6	     6	     4	    4	     5
Burkholderia sp. YI23	      4	0	0	0	0
Burkholderia sp. JP2-270	      3	     4	0	    5	    12
Burkholderia sp. KK1	      1	     6	     3	0	     2
Burkholderia sp. NK8	      1	    13	0	0	    15
Burkholderia pseudomallei	      6	    35	    21	   33	    32
Burkholderia thailandensis	      2	     8	     5	0	    16
Burkholderia sp. BDU8	      2	     7	     3	    7	    13
Burkholderia mallei	      1	0	0	    1	0
Burkholderia sp. MSMB0266	      1	0	0	0	0
Burkholderia gladioli	      9	    35	    33	   14	    48
Burkholderia glumae	      1	    13	    24	    5	    13
Paraburkholderia fungorum	     66	   378	   378	  224	   680
Paraburkholderia sp. 7MH5	      5	    11	    25	    2	    14
Paraburkholderia sp. PGU16	      3	     2	    11	    1	    16
Paraburkholderia sp. SOS3	      1	     8	     8	    1	     8
Paraburkholderia aromaticivorans	      7	    20	    38	   11	    44
Paraburkholderia acidisoli	      6	    15	    15	    5	    19
Paraburkholderia tropica	      3	     3	     8	    5	    25
Paraburkholderia xenovorans	      3	    16	     4	    1	    10
Paraburkholderia acidiphila	      3	     9	     7	    6	    28
Paraburkholderia terricola	      3	     4	0	    3	     6
Paraburkholderia phytofirmans	      3	    35	    42	   22	    59
Paraburkholderia phenoliruptrix	      2	     5	0	0	     4
Paraburkholderia caffeinilytica	      2	    30	    13	   26	    15
Paraburkholderia atlantica	      2	     8	    28	    1	    26
Paraburkholderia acidophila	      1	     3	     8	    1	     3
Paraburkholderia ginsengisoli	      1	    24	     2	   13	     7
Paraburkholderia dokdonella	      1	     7	     5	    1	    10
Paraburkholderia caribensis	      1	    23	    15	   13	    24
Paraburkholderia graminis	      1	     9	     7	    7	    24
Pandoraea apista	      3	     3	    11	   10	    20
Pandoraea pnomenusa	      2	     8	    10	   12	    16
Pandoraea thiooxydans	      2	     4	    24	    2	    15
Pandoraea faecigallinarum	      2	     6	0	    3	    11
Pandoraea oxalativorans	      1	     4	     1	    1	     1
Polynucleobacter sp. MWH-Aus1W21	      4	0	0	0	0
Polynucleobacter sp. MWH-UH24A	      1	0	0	0	0
Polynucleobacter difficilis	      3	    21	     1	    1	     1
Polynucleobacter acidiphobus	      2	     2	0	0	     3
Polynucleobacter necessarius	      1	     7	     6	0	     4
Polynucleobacter asymbioticus	      1	     1	     1	0	0
Lautropia mirabilis	      6	    17	    15	   10	    62
Caballeronia insecticola	      2	    10	     4	    2	    24
Caballeronia sp. SBC2	      2	0	     1	    7	0
Limnobacter sp. SAORIC-580	      2	     2	    22	   10	     6
Rhizobacter gummiphilus	     21	    65	    43	   43	    97
Rhizobacter sp. AJA081-3	     18	    98	    94	   61	   161
Rubrivivax gelatinosus	     32	    88	    79	   79	   107
Leptothrix cholodnii	     29	    61	    67	   43	   108
Paucibacter sp. KCTC 42545	     25	    78	    77	   80	   109
Roseateles depolymerans	     24	    93	    48	   66	   176
Inhella inkyongensis	     24	    30	    50	   42	   109
Aquabacterium olei	     20	    91	   107	   97	   200
Methylibium petroleiphilum	      8	    49	    28	   11	    77
Methylibium sp. Pch-M	      6	    35	    26	   29	    27
Thiomonas sp. X19	      7	    31	     7	    9	    48
Thiomonas intermedia	      5	    18	     1	    2	    30
Thiomonas arsenitoxydans	      1	     1	     5	    6	     2
Sphaerotilus natans	     16	    46	    80	   59	   109
Mitsuaria sp. 7	     15	   133	   104	  113	   170
Tepidimonas taiwanensis	     12	    51	    53	   28	    42
Xylophilus rhododendri	      6	    50	    45	   24	    63
Massilia sp. LPB0304	     23	    33	   131	   60	   531
Massilia sp. NP310	     15	    69	  1138	  272	  4399
