PAG	DNF11_0001	Pregnancy-associated glycoprotein
	DNF11_0522	hypothetical protein
	DNF11_0523	uncharacterized protein
mrd1	DNF11_0524	Multiple RNA-binding domain-containing protein 1
	DNF11_0525	hypothetical protein
rad18	DNF11_0526	Postreplication repair E3 ubiquitin-protein ligase rad18
YHK8	DNF11_0527	uncharacterized protein
ERG2	DNF11_0528	C-8 sterol isomerase
	DNF11_0529	Spc24 subunit of Ndc80
rlf2	DNF11_0530	Chromatin assembly factor 1 subunit rlf2
RFC2	DNF11_0531	Replication factor C subunit 2
MRP17	DNF11_0532	37S ribosomal protein MRP17, mitochondrial
	DNF11_0533	putative glutamate 5-kinase
utp4	DNF11_0534	U3 small nucleolar RNA-associated protein 4
MAK5	DNF11_0535	ATP-dependent RNA helicase MAK5
YOX1	DNF11_0536	Homeobox protein YOX1
	DNF11_0537	Putative nicotinamide-nucleotide adenylyltransferase C806.06c
yvnB	DNF11_0538	putative protein YvnB
	DNF11_0539	hypothetical protein
RH25	DNF11_0540	DEAD-box ATP-dependent RNA helicase 25
orc3	DNF11_0541	Origin recognition complex subunit 3
pis1	DNF11_0542	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
	DNF11_0543	uncharacterized protein
NPRL2	DNF11_0544	Nitrogen permease regulator 2-like protein
QPCT	DNF11_0545	Glutaminyl-peptide cyclotransferase
mug81	DNF11_0546	Putative helicase mug81
	DNF11_0547	AhpC/TSA family protein
PTPLA	DNF11_0548	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrierprotein
ALG12	DNF11_0549	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase
RAD5	DNF11_0550	DNA repair protein RAD5
	DNF11_0551	DNA replication and checkpoint protein
Anapc10	DNF11_0552	Anaphase-promoting complex subunit 10
	DNF11_0553	FCP1-like phosphatase, phosphatase domain
wdr75	DNF11_0554	WD repeat-containing protein 75
	DNF11_0555	hypothetical protein
GAL7	DNF11_0556	Galactose-1-phosphate uridylyltransferase
	DNF11_0557	Deoxycytidylate deaminase
dia4	DNF11_0558	Serine--tRNA ligase, mitochondrial
	DNF11_0559	hypothetical protein
RPH1	DNF11_0560	DNA damage-responsive transcriptional repressor RPH1
	DNF11_0561	putative sugar phosphate/phosphate translocator
	DNF11_0562	hypothetical protein
	DNF11_0563	hypothetical protein
PMP47A	DNF11_0564	Peroxisomal membrane protein PMP47A
RAB1A	DNF11_0565	Ras-related protein Rab-1A
	DNF11_0566	uncharacterized protein
SOH1	DNF11_0567	Mediator of RNA polymerase II transcription subunit 31
infC	DNF11_0568	Translation initiation factor IF-3
	DNF11_0569	AAR2 protein
rpl2a	DNF11_0570	60S ribosomal protein L2
ERD1	DNF11_0571	Protein ERD1
sda1	DNF11_0572	Protein sda1
DBP7	DNF11_0573	ATP-dependent RNA helicase DBP7
	DNF11_0574	La domain protein
vtc4	DNF11_0575	Vacuolar transporter chaperone 4
etp1	DNF11_0576	Electron transfer protein 1, mitochondrial
csh3	DNF11_0577	Protein csh3
esc1	DNF11_0578	Protein esc1
elg1	DNF11_0579	Telomere length regulation protein elg1
	DNF11_0580	hypothetical protein
	DNF11_0581	hypothetical protein
CDC14	DNF11_0582	Tyrosine-protein phosphatase CDC14
NEP1	DNF11_0583	Ribosomal RNA small subunit methyltransferase NEP1
res2	DNF11_0584	Cell division cycle-related protein res2/pct1
grc3	DNF11_0585	Polynucleotide 5'-hydroxyl-kinase grc3
SLC25A32	DNF11_0586	Mitochondrial folate transporter/carrier
PMT1	DNF11_0587	Dolichyl-phosphate-mannose--protein mannosyltransferase 1
DBI_1	DNF11_0588	Acyl-CoA-binding protein
PEX3	DNF11_0589	Peroxisomal biogenesis factor 3
elf1b	DNF11_0590	mRNA export factor elf1
TRM82	DNF11_0591	tRNA (guanine-N(7)-)-methyltransferase subunit TRM82
sec63	DNF11_0592	Translocation protein sec63
	DNF11_0593	Pantothenate kinase
Cbp80	DNF11_0594	Nuclear cap-binding protein subunit 1
EAF7	DNF11_0595	Chromatin modification-related protein EAF7
KRE2	DNF11_0596	Glycolipid 2-alpha-mannosyltransferase
MNT2_1	DNF11_0597	Glycolipid 2-alpha-mannosyltransferase 2
RPB3	DNF11_0598	DNA-directed RNA polymerase II subunit RPB3
	DNF11_0599	hypothetical protein
hem12	DNF11_0600	Uroporphyrinogen decarboxylase
RVB1	DNF11_0601	RuvB-like helicase 1
	DNF11_0602	Inosine-5'-monophosphate dehydrogenase
	DNF11_0603	Transcription initiation factor TFIID component TAF4 family protein
MNT2_2	DNF11_0604	Glycolipid 2-alpha-mannosyltransferase 2
ppr5	DNF11_0605	Pentatricopeptide repeat-containing protein 5, mitochondrial
rnp24	DNF11_0606	RNA-binding protein rnp24
Kif20a	DNF11_0607	Kinesin-like protein KIF20A
ICP55	DNF11_0608	Intermediate cleaving peptidase 55
imp3	DNF11_0609	U3 small nucleolar ribonucleoprotein imp3
NAR1	DNF11_0610	Cytosolic Fe-S cluster assembly factor NAR1
tlg2	DNF11_0611	t-SNARE affecting a late Golgi compartment protein 2
	DNF11_0612	hypothetical protein
	DNF11_0613	NADH dehydrogenase [ubiquinone
	DNF11_0614	PITH domain-containing protein
RAT1	DNF11_0615	5'-3' exoribonuclease 2
PMI40	DNF11_0616	Mannose-6-phosphate isomerase
	DNF11_0617	hypothetical protein
Nphp1	DNF11_0618	Nephrocystin-1
	DNF11_0619	AB hydrolase superfamily protein B1A11.02
	DNF11_0620	AB hydrolase superfamily protein B1A11.02
naa30	DNF11_0621	N-alpha-acetyltransferase 30
VMA21	DNF11_0622	Vacuolar ATPase assembly integral membrane protein VMA21
mug161	DNF11_0623	CWF19-like protein mug161
cnd1	DNF11_0624	Condensin complex subunit 1
sec62	DNF11_0625	Translocation protein sec62
alg6	DNF11_0626	putative dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase
	DNF11_0627	Actin-2
usp-46	DNF11_0628	putative ubiquitin carboxyl-terminal hydrolase 46
	DNF11_0629	Rare lipoprotein A (RlpA)-like double-psi beta-barrel
tim21	DNF11_0630	Mitochondrial import inner membrane translocase subunit tim21
	DNF11_0631	acidic ribosomal protein P0
LIA1	DNF11_0632	Deoxyhypusine hydroxylase
SCOA	DNF11_0633	Succinyl-CoA ligase [ADP-forming
vts1	DNF11_0634	Vacuolar protein sorting-associated protein vts1
	DNF11_0635	uncharacterized protein
Mettl21db	DNF11_0636	Protein-lysine methyltransferase METTL21D
sec-8	DNF11_0637	putative exocyst complex component sec8
mrps5	DNF11_0638	putative 37S ribosomal protein S5, mitochondrial
	DNF11_0639	uncharacterized protein
nnt1	DNF11_0640	Putative nicotinamide N-methyltransferase
YAP1	DNF11_0641	AP-1-like transcription factor
	DNF11_0642	uncharacterized protein
RIB7	DNF11_0643	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
MIC14	DNF11_0644	Mitochondrial intermembrane space cysteine motif-containing protein MIC14
SSN8	DNF11_0645	RNA polymerase II holoenzyme cyclin-like subunit
pso2	DNF11_0646	DNA cross-link repair protein pso2/snm1
ADE13	DNF11_0647	Adenylosuccinate lyase
	DNF11_0648	COMPASS (Complex proteins associated with Set1p)component shg1
	DNF11_0649	hypothetical protein
Tmem66	DNF11_0650	Store-operated calcium entry-associated regulatory factor
	DNF11_0651	hypothetical protein
PCMT1	DNF11_0652	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
	DNF11_0653	Ribonuclease H2 non-catalytic subunit
	DNF11_0654	hypothetical protein
	DNF11_0655	Pseudouridine kinase
ytxM	DNF11_0656	Putative esterase YtxM
	DNF11_0657	AdoMet dependent proline di-methyltransferase
SOD2	DNF11_0658	Na(+)/H(+) antiporter 1
	DNF11_0659	uncharacterized protein
UBX3	DNF11_0660	UBX domain-containing protein 3
	DNF11_0661	hypothetical protein
	DNF11_0662	hypothetical protein
irc3	DNF11_0663	Putative mitochondrial ATP-dependent helicase irc3
	DNF11_0664	uncharacterized protein
	DNF11_0665	hypothetical protein
DAP1	DNF11_0666	Damage response protein 1
	DNF11_0667	uncharacterized protein
	DNF11_0668	hypothetical protein
FNTA	DNF11_0669	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
saf4	DNF11_0670	Protein saf4
	DNF11_0671	Apolipoprotein O
csn2	DNF11_0672	COP9 signalosome complex subunit 2
	DNF11_0673	hypothetical protein
	DNF11_0674	Deoxyribonuclease Tat-D
	DNF11_0675	Putative transcription initiation factor TFIID 111 kDa subunit
dsc1	DNF11_0676	DSC E3 ubiquitin ligase complex subunit 1
	DNF11_0677	putative 2-dehydropantoate 2-reductase
smc6	DNF11_0678	Structural maintenance of chromosomes protein 6
bem46	DNF11_0679	Protein bem46
	DNF11_0680	Fructose-2,6-bisphosphatase
	DNF11_0681	FRG1-like family protein
	DNF11_0682	hypothetical protein
	DNF11_0683	Ornithine carbamoyltransferase, mitochondrial
GPX2	DNF11_0684	Glutathione peroxidase 2
	DNF11_0685	hypothetical protein
	DNF11_0686	hypothetical protein
ndk1	DNF11_0687	Nucleoside diphosphate kinase
	DNF11_0688	ABC1 family protein C21C3.03, mitochondrial
	DNF11_0689	hypothetical protein
	DNF11_0690	hypothetical protein
YOR1	DNF11_0691	Oligomycin resistance ATP-dependent permease YOR1
ADK	DNF11_0692	Adenosine kinase
Psmd12	DNF11_0693	26S proteasome non-ATPase regulatory subunit 12
SEC5A	DNF11_0694	Exocyst complex component 2
SHY1	DNF11_0695	Cytochrome oxidase assembly protein SHY1
NUO51	DNF11_0696	NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial
	DNF11_0697	ER protein Pkr1
dsd1	DNF11_0698	Dihydroceramide delta(4)-desaturase
gsa1	DNF11_0699	Glutathione synthetase large chain
RVB2	DNF11_0700	RuvB-like helicase 2
ATXN3	DNF11_0701	Ataxin-3
mug190	DNF11_0702	Meiotically up-regulated gene 190 protein
	DNF11_0703	uncharacterized protein
	DNF11_0704	uncharacterized protein
	DNF11_0705	PPOX class probable FMN-dependent enzyme, family
4cl1	DNF11_0706	putative 4-coumarate--CoA ligase 1
	DNF11_0707	hypothetical protein
	DNF11_0708	hypothetical protein
exg3_1	DNF11_0709	Glucan 1,3-beta-glucosidase 3
Gorasp2	DNF11_0710	Golgi reassembly-stacking protein 2
betA_1	DNF11_0711	Choline dehydrogenase
	DNF11_0712	Glucose oxidase
ppk32	DNF11_0713	Protein kinase domain-containing protein ppk32
ELF1	DNF11_0714	Transcription elongation factor 1
	DNF11_0715	uncharacterized protein
	DNF11_0716	Putative GTPase-activating protein
erg25	DNF11_0717	Methylsterol monooxygenase
avt3	DNF11_0718	Vacuolar amino acid transporter 3
	DNF11_0719	hypothetical protein
NXT1	DNF11_0720	NTF2-related export protein 1
	DNF11_0721	uncharacterized protein
	DNF11_0722	putative 54S ribosomal protein L34, mitochondrial
ALG3	DNF11_0723	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase
AKR1	DNF11_0724	Palmitoyltransferase AKR1
PDX1	DNF11_0725	Pyruvate dehydrogenase complex protein X component, mitochondrial
DPH1	DNF11_0726	Diphthamide biosynthesis protein 1
	DNF11_0727	hypothetical protein
coq7	DNF11_0728	Ubiquinone biosynthesis protein coq7
HD-3	DNF11_0729	Homeobox protein HD-3
Snf8	DNF11_0730	Vacuolar-sorting protein SNF8
YHM2	DNF11_0731	Mitochondrial DNA replication protein YHM2
DAK	DNF11_0732	Dihydroxyacetone kinase
pep3	DNF11_0733	Vacuolar membrane protein pep3
sec31	DNF11_0734	Protein transport protein sec31
tfh47	DNF11_0735	TFIIH basal transcription factor complex p47 subunit
lbsA	DNF11_0736	Lactobacillus shifted protein
	DNF11_0737	putative membrane protein
RPN1	DNF11_0738	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
	DNF11_0739	DSS1/SEM1 family protein
Pabp2	DNF11_0740	Polyadenylate-binding protein 2
	DNF11_0741	OPA3-like protein
NFS1	DNF11_0742	Cysteine desulfurase, mitochondrial
BIM1	DNF11_0743	Protein BIM1
	DNF11_0744	Mis12-Mtw1 protein family protein
Dhx36	DNF11_0745	putative ATP-dependent RNA helicase DHX36
	DNF11_0746	hypothetical protein
elp2	DNF11_0747	Elongator complex protein 2
rbx-1	DNF11_0748	RING-box protein 1
cdc28	DNF11_0749	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein cdc28
BRPF3	DNF11_0750	Bromodomain and PHD finger-containing protein 3
	DNF11_0751	uncharacterized protein
	DNF11_0752	chaperone protein DnaJ
SNU13	DNF11_0753	13 kDa ribonucleoprotein-associated protein
	DNF11_0754	hypothetical protein
TBC1D14	DNF11_0755	TBC1 domain family member 14
	DNF11_0756	uncharacterized protein
	DNF11_0757	Lipase
pfk1	DNF11_0758	6-phosphofructokinase
dnaJ_1	DNF11_0759	Chaperone protein DnaJ
BSD2	DNF11_0760	Metal homeostatis protein BSD2
SMX2	DNF11_0761	Small nuclear ribonucleoprotein G
SAT2	DNF11_0762	Diamine acetyltransferase 2
GET4	DNF11_0763	Golgi to ER traffic protein 4
Prpf8	DNF11_0764	Pre-mRNA-processing-splicing factor 8
MDM10	DNF11_0765	Mitochondrial distribution and morphology protein 10
STRIP1	DNF11_0766	Striatin-interacting protein 1
	DNF11_0767	putative dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
mug71	DNF11_0768	Diphthine--ammonia ligase
suv3	DNF11_0769	ATP-dependent RNA helicase suv3, mitochondrial
	DNF11_0770	hypothetical protein
ttc39b	DNF11_0771	Tetratricopeptide repeat protein 39B
pepF	DNF11_0772	Serine-type carboxypeptidase F
fio1	DNF11_0773	Iron transport multicopper oxidase fio1
	DNF11_0774	hypothetical protein
	DNF11_0775	hypothetical protein
	DNF11_0776	hypothetical protein
pmd1_3	DNF11_0777	Leptomycin B resistance protein pmd1
NUP49	DNF11_0778	Nucleoporin NUP49/NSP49
RMT2	DNF11_0779	Arginine N-methyltransferase 2
gcn2	DNF11_0780	Serine/threonine-protein kinase gcn2
	DNF11_0781	uncharacterized protein
	DNF11_0782	uncharacterized protein
Upf1	DNF11_0783	Regulator of nonsense transcripts 1
tetA	DNF11_0784	Tetracycline resistance protein, class C
APL4	DNF11_0785	AP-1 complex subunit gamma-1
Cab39l	DNF11_0786	Calcium-binding protein 39-like protein
PIGU	DNF11_0787	Phosphatidylinositol glycan anchor biosynthesis class U protein
Naa35	DNF11_0788	N-alpha-acetyltransferase 35, NatC auxiliary subunit
ABD1	DNF11_0789	mRNA cap guanine-N7 methyltransferase
ileS	DNF11_0790	Isoleucine--tRNA ligase
	DNF11_0791	Translation initiation factor eIF3 subunit
	DNF11_0792	Post-GPI attachment to proteins factor 3
SF3B4	DNF11_0793	Splicing factor 3B subunit 4
HXT13	DNF11_0794	Hexose transporter HXT13
PLT5_1	DNF11_0795	Polyol transporter 5
ANS	DNF11_0796	Leucoanthocyanidin dioxygenase
snt2	DNF11_0797	Lid2 complex component snt2
rpl-3	DNF11_0798	60S ribosomal protein L3
	DNF11_0799	Universal stress protein family protein
snf21	DNF11_0800	Chromatin structure-remodeling complex subunit snf21
TSD2	DNF11_0801	Protein TSD2
UVRAG	DNF11_0802	UV radiation resistance-associated gene protein
naa20	DNF11_0803	N-alpha-acetyltransferase 20
GET3	DNF11_0804	ATPase GET3
ppk4	DNF11_0805	Serine/threonine-protein kinase ppk4
trs31	DNF11_0806	Transport protein particle subunit trs31
	DNF11_0807	putative eukaryotic translation initiation factor 5
gltX	DNF11_0808	Glutamate--tRNA ligase
	DNF11_0809	DNA-binding ATP-dependent protease La
DCTN1	DNF11_0810	Dynactin subunit 1
arf6	DNF11_0811	ADP-ribosylation factor 6
RH35	DNF11_0812	DEAD-box ATP-dependent RNA helicase 35
EXOC6	DNF11_0813	Exocyst complex component 6
nse4	DNF11_0814	Non-structural maintenance of chromosome element4
ths1	DNF11_0815	Threonine--tRNA ligase, cytoplasmic
	DNF11_0816	putative 6-phosphogluconolactonase
	DNF11_0817	hypothetical protein
dsk1	DNF11_0818	Protein kinase dsk1
mug87	DNF11_0819	Meiotically up-regulated gene 87 protein
	DNF11_0820	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino
cbp3	DNF11_0821	CBP3-like protein
cbs2	DNF11_0822	5'-AMP-activated protein kinase subunit gamma
mrpl17	DNF11_0823	54S ribosomal protein L17, mitochondrial
VhaSFD	DNF11_0824	V-type proton ATPase subunit H
	DNF11_0825	hypothetical protein
	DNF11_0826	DNA ligase
trm11	DNF11_0827	tRNA (guanine(10)-N2)-methyltransferase
DAD1	DNF11_0828	DASH complex subunit DAD1
	DNF11_0829	LIM domain and RING finger protein.01
	DNF11_0830	hypothetical protein
Trappc13	DNF11_0831	Trafficking protein particle complex subunit 13
	DNF11_0832	putative endoplasmic reticulum membrane protein C16E8.02
hpt1	DNF11_0833	Hypoxanthine-guanine phosphoribosyltransferase
pda1	DNF11_0834	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
sdh4	DNF11_0835	Succinate dehydrogenase [ubiquinone
	DNF11_0836	Adenylosuccinate synthetase
prp31	DNF11_0837	Pre-mRNA-processing factor 31
glt1	DNF11_0838	Putative glutamate synthase [NADPH
cpdP	DNF11_0839	3',5'-cyclic-nucleotide phosphodiesterase
pgt1	DNF11_0840	Glutathione transporter 1
Ppp4r1	DNF11_0841	Serine/threonine-protein phosphatase 4 regulatory subunit 1
SPT16	DNF11_0842	FACT complex subunit SPT16
	DNF11_0843	Cytochrome b-c1 complex subunit Rieske, mitochondrial
pdxS	DNF11_0844	Pyridoxal biosynthesis lyase PdxS
ssn6	DNF11_0845	General transcriptional corepressor ssn6
OBPA	DNF11_0846	Oxysterol-binding protein-like protein OBPa
OCA1_2	DNF11_0847	Putative tyrosine-protein phosphatase OCA1
Gtpbp1	DNF11_0848	GTP-binding protein 1
CDC50	DNF11_0849	Cell division control protein 50
Tbc1d13	DNF11_0850	TBC1 domain family member 13
NSP1_1	DNF11_0851	Nucleoporin NSP1
	DNF11_0852	hypothetical protein
SWR1	DNF11_0853	Helicase SWR1
ARF1	DNF11_0854	ADP-ribosylation factor
	DNF11_0855	putative protein.03
lchn	DNF11_0856	Protein LCHN
	DNF11_0857	putative RNA 3'-terminal phosphate cyclase-like protein
str3_1	DNF11_0858	Cystathionine beta-lyase
cysD	DNF11_0859	O-acetylhomoserine (thiol)-lyase
cya-4	DNF11_0860	Cytochrome c oxidase polypeptide 5, mitochondrial
cct2	DNF11_0861	putative T-complex protein 1 subunit beta
PDX2	DNF11_0862	Pyridoxal biosynthesis protein PDX2
tpr1	DNF11_0863	Tetratricopeptide repeat protein 1
Psma6	DNF11_0864	Proteasome subunit alpha type-6
nop56	DNF11_0865	Nucleolar protein 56
	DNF11_0866	Actin
	DNF11_0867	Membrane magnesium transporter
	DNF11_0868	putative ACR
	DNF11_0869	hypothetical protein
mrps16	DNF11_0870	putative 37S ribosomal protein S16, mitochondrial
	DNF11_0871	hypothetical protein
	DNF11_0872	Cytochrome oxidase complex assembly protein 1
ste16	DNF11_0873	Protein ste16
PDIL2-3	DNF11_0874	Protein disulfide-isomerase 2-3
	DNF11_0875	Mitochondrial acidic protein mam33
YEH2_1	DNF11_0876	Sterol esterase 2
argA	DNF11_0877	Carbamoyl-phosphate synthase arginine-specific large chain
	DNF11_0878	Eukaryotic translation initiation factor 5B
	DNF11_0879	uncharacterized protein
	DNF11_0880	uncharacterized protein
	DNF11_0881	uncharacterized protein
parl	DNF11_0882	Presenilins-associated rhomboid-like protein, mitochondrial
Polr2d	DNF11_0883	DNA-directed RNA polymerase II subunit RPB4
wdr5	DNF11_0884	WD repeat-containing protein 5
bimC	DNF11_0885	Kinesin-like protein bimC
ADE1_2	DNF11_0886	Phosphoribosylaminoimidazole-succinocarboxamide synthase
	DNF11_0887	hypothetical protein
las1	DNF11_0888	Pre-rRNA-processing protein las1
cbf11	DNF11_0889	Transcription factor cbf11
	DNF11_0890	Ssu72-like protein
VMS1	DNF11_0891	Protein VMS1
	DNF11_0892	Eukaryotic translation initiation factor 3 subunit H
Mpdu1	DNF11_0893	Mannose-P-dolichol utilization defect 1 protein
	DNF11_0894	putative phosphoacetylglucosamine mutase 1
arp9	DNF11_0895	SWI/SNF and RSC complexes subunit arp9
trp1	DNF11_0896	N-(5'-phosphoribosyl)anthranilate isomerase
PUB72	DNF11_0897	U-box domain-containing protein 72
SAC1	DNF11_0898	Phosphoinositide phosphatase SAC1
	DNF11_0899	uncharacterized protein
	DNF11_0900	Inosine triphosphate pyrophosphatase
ALG7	DNF11_0901	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
ski3	DNF11_0902	Superkiller protein 3
GIM3	DNF11_0903	Prefoldin subunit 4
EFT1	DNF11_0904	Elongation factor 2
Naa15	DNF11_0905	N-alpha-acetyltransferase 15, NatA auxiliary subunit
sck1	DNF11_0906	Serine/threonine-protein kinase sck1
nuo-12	DNF11_0907	Acyl carrier protein, mitochondrial
mrpl8	DNF11_0908	54S ribosomal protein L8, mitochondrial
	DNF11_0909	hypothetical protein
TMEM115	DNF11_0910	Transmembrane protein 115
tbl1xr1-a	DNF11_0911	F-box-like/WD repeat-containing protein TBL1XR1-A
rps-5	DNF11_0912	40S ribosomal protein S5
COX11	DNF11_0913	Cytochrome c oxidase assembly protein COX11, mitochondrial
cbf5	DNF11_0914	Centromere/microtubule-binding protein cbf5
rpl22	DNF11_0915	60S ribosomal protein L22
SPB1	DNF11_0916	AdoMet-dependent rRNA methyltransferase SPB1
PRT1	DNF11_0917	Eukaryotic translation initiation factor 3 subunit B
PEX11B	DNF11_0918	Peroxisomal membrane protein PMP30B
ACU-7_1	DNF11_0919	Isocitrate lyase
TSR3	DNF11_0920	Ribosome biogenesis protein TSR3
	DNF11_0921	hypothetical protein
BET2	DNF11_0922	Geranylgeranyl transferase type-2 subunit beta
MSH3	DNF11_0923	DNA mismatch repair protein MSH3
	DNF11_0924	hypothetical protein
rpb6	DNF11_0925	DNA-directed RNA polymerases I, II, and III subunit RPABC2
	DNF11_0926	Putative peroxisomal-coenzyme A synthetase
	DNF11_0927	Heparinase II/III-like protein
oca2	DNF11_0928	Serine/threonine-protein kinase oca2
	DNF11_0929	hypothetical protein
CAT2	DNF11_0930	Carnitine O-acetyltransferase, mitochondrial
